,0
293,net chang export commit usda u agricultur depart gave net chang export commit includ sale cancel foreign purchas cumul export current season week end april comparison follow tonn except note prev week wheat corn soybean soy cakem soybean oil x cottoni xminu total yrun bale indic total includ report commit name unnam destin sale export account option origin sale plu actual export alreadi made respect market season usda caution report outstand sale subject modif deferr cancel unlik report quantiti export usda gave detail breakdown season follow thousand tonn unless state firm sale declar destin b ultim destin yet declar c sale made export account export hold option fill commit suppli origin u e accumul export sinc season began base data report export f indic total season g usdaproject export season note total may add due round wheat prev wk prev wk nameda unnamedb eoac nil nil oopd nil nil nil nil gr total ay expd ind ttlf usdaprjg soybean prev wk prev wk nameda unnamedb nil eoac nil nil oopd nil nil nil nil gr total ay expd ind ttlf usdaprjg corn prev wk prev wk nameda unnamedb nil nil eoac nil nil oopd nil nil gr total ay expd ind ttlf usdaprjg sorghum prev wk prev wk nameda nil nil unnamedb x nil eoac nil nil nil nil oopd nil nil gr total x nil ay expd ind ttlf usdaprjg xminu total wheat product prev wk prev wk nameda nil nil unnamedb nil nil nil nil eoac nil nil nil nil oopd nil nil nil nil gr total nil nil ay expd ind ttlf note includ bulgur semolina farina roll crack crush wheat soybean oil prev wk prev wk nameda nil nil unnamedb nil nil eoac nil nil nil nil oopd nil nil nil nil gr total nil nil ay expd ind ttlf usdaprjg soybean cake meal prev wk prev wk nameda unnamedb nil nil eoac nil nil oopd nil nil nil nil gr total ay expd ind ttlf usdaprjg cottonse oil prev wk prev wk nameda nil nil unnamedb nil nil eoac nil nil nil nil oopd nil nil gr total nil nil upland domest raw cottoni prev wk prev wk nameda unnamedb nil nil eoac nil nil nil nil oopc nil nil nil nil gr total ay expd ind ttlf usdaprjg yin thousand run bale barley prev wk prev wk nameda nil nil unnamedb nil nil eoac nil nil nil nil oopd nil nil gr total nil nil ay expt ind ttlf usdaprjg oat prev wk prev wk nameda nil nil nil nil unnamedb nil nil nil nil eoac nil nil nil nil oopd nil nil nil nil gr total nil nil nil nil ay expd ind ttlf usdaprjg rice prev wk prev wk nameda nil nil unnamedb nil nil eoac nil nil nil nil oopd nil nil nil nil gr total nil nil ay expd ind ttlf usdaprjg hard red winter wheat prev wk prev wk nameda unnamedb eoac nil nil nil nil oopd nil nil nil nil gr total ay exp ind tlf white wheat prev wk prev wk nameda unnamedb x x x x eoac nil nil nil nil oopd nil nil nil nil gr total ay exp ind tlf x denot minu figur hard red spring wheat prev wk prev wk nameda unnamedb nil nil eoac nil nil oopd nil nil nil nil gr total ay exp ind tlf durum wheat prev wk prev wk nameda unnamedb nil nil eoac nil nil oopd nil nil nil nil gr total ay exp ind tlf soft red winter wheat prev wk prev wk nameda unnamedb nil nil x x eoac nil nil oopd nil nil nil nil gr total ay exp ind tlf xminu figur countri destin identifi sale commod report export week end april respect market season detail usda follow comparison previou week thousand tonn except note wheat prev wk prev wk ec nil nil west europ nil nil east europ wheat continu prev wk prev wk ussr nil nil nil nil japan nil nil china taiwan asia oceania africa western hemispher soybean prev wk prev wk ec west europ nil nil east europ nil nil japan nil nil china nil nil nil nil taiwan asia oceania nil nil africa nil nil nil nil western hemispher soybean oil prev wk prev wk ec nil nil india nil nil nil nil asia oceania nil nil nil nil africa nil nil nil nil western hemispher nil nil soybean cakem prev wk prev wk ec west europ nil nil nil nil east europ nil nil nil japan nil nil nil asia oceania nil nil africa nil nil western hemispher corn prev wk prev wk ec west europ nil nil nil e europ ussr nil nil japan china nil nil taiwan asia oceania nil africa nil nil westhem upland cotton thousand bale prev wk prev wk ec west europ e europ nil nil japan taiwan asia oceania africa nil nil western hemispher
294,japan seamless pipe maker form export cartel four major japanes steelmak plan form seamless pipe export cartel market u european commun year april keep price output cost compani offici involv said compani nippon steel corp sumitomo metal industri ltd nippon kokan kk kawasaki steel corp togeth account pct japan total seamless pipe export firm appli form cartel ministri intern trade industri today approv expect later month offici said plan four compani set floor price export price fallen sharpli due yen appreci dollar reduc world demand caus lower oil price excess domest capac result pricecut competit offici said calendar seamless pipe export fell mln tonn mln mln offici declin give idea floor price say depend partli volum industri sourc estim averag export price would rise around pct dlr tonn
295,oct oct
296,japanu agricultur talk set april agricultur minist mutsuki kato said meet u agricultur secretari richard lyng april discu bilater farm trade issu lyng visit tokyo april kato told report cabinet meet topic ofconcern u discuss trade beef orang import control farm product said shintaro abe rule liber democrat parti execut council chairman would propos unspecifi measur respons demand eas import control u farm product kato declin give detail
297,berlin bank suffer loss stuttgart loan bank ag suffer loss mln mark credit grant stuttgart branch offici exceed power bank spokesman said answer queri spokesman declin say exactli larg loss berlin bank suspend three manag stuttgart branch continu investig case state prosecutor also particip fact power exceed emerg routin check branch citi west berlin own pct berlin bank rest held small sharehold
298,jwt group sue wpp group plc jwt group inc said file suit group plc enjoin compani continu tender offer compani said charg former jwt group unit execut john peter breach fiduciari duti disclos confidenti inform compani client compani said suit file new york state suprem court seek halt ongo misus misappropri highli confidenti proprietari inform concern jwt client defend suit wpp group unit peter januari director j walter thompson co jwt group main subsidiari presid chief oper offic jwt said ask court enjoin defend acquir jwt stock make return confidenti proprietari inform disgorg profit gain compani said also ask court award jwt unspecifi damag
299,atla yellowknif six mth loss period end march shr loss nil v profit one ct net loss v profit rev v note full name atla yellowknif resourc ltd
300,u justic depart review icahn usair file u depart justic doj review whether tran world airlin inc chairman carl icahn violat feder antitrust law fail seek advanc clearanc doj feder trade commiss extens openmarket purchas usair group inc stock doj offici told senat panel matter look charl rule act assist attorney generalantitrust told senat judiciari committe antitrust subcommitte rule declin comment review continu rule respond panel chairman howard metzenbaum dohio ask depart act appear clear violat law metzenbaum said icahn fail file premerg notif form ftc prior purchas mln dlr worth usair stock rule said airlin compani purchas would exempt requir instead file merger applic u depart transport icahn file applic dot file thrown dot friday dot threw applic late friday ground lack necessari data govern review propos usair takeov bid icahn refil complet applic form monday rule pledg act icahn twa violat found
301,ecuador use colombia oil link five year ecuador use new pipelin link colombia export crude oil next five year colombian mine energi minist guillermo perri said link inaugur may built allow ecuador resum export crude oil halt march earthquak damag lago agrio balao pipelin pipelin repair ecuador exceed opec quota order offset lost incom pay debt contract venezuela nigeria sinc quak ecuador mine energi minist javier espinosa said two minist speak news confer sign agreement joint oil explor exploit jungl border zone two nation drill begin septemb agreement transport ecuadorean crude oil emerg period next five year possibl extens barrel per day bpd pump along perri said espinosa said ecuador plan pump mln barrel link next five year cost cent per barrel first year km link maximum capac bpd run lago agrio centr ecuador jungl oilfield exist colombian pipelin run pacif port tumaco espinosa said km stretch link built ecuadorean side cost mln dlr perri gave figur colombia km segment said insignific compar go earn opec member ecuador pump around bpd quak lost export bpd cost mln dlr per month espinosa said
302,treasuri baker see reagan oppos oil tax treasuri secretari jame baker told hous appropri committe belief presid remain oppos oil import fee said reagan last year reject idea ad person view like chang think said reagan last year oppos idea energi industri divid issu tax would requir new bureacraci administ result higher energi price would harm u competit
303,mitsubishi chemic industri ltd year year end januari parent shr yen v div five yen v net billion v billion current billion v billion oper billion v billion sale billion v billion note compani forecast current year parent div five yen net seven eight billion current billion sale billion
304,qintex extend princevil offer america ltd said offer mln princevil develop corp share extend march march yesterday qintex said princevil share tender respons offer withdrawn mln march qintex said extend offer allow princevil sharehold ass sale announc last week princevil airway inc aloha inc ad supplement quintex offer detail agreement aloha distribut later today
305,anz bank group say cut prime rate pct june anz bank group say cut prime rate pct june
306,australia keat chang econom forecast domest demand expect make contribut australian econom growth fiscal end june net export account overal increas treasur paul keat said howev say speech econom plan advisori council epac forecast pct rise gross domest product gdp revis keat said domest demand could fall slightli financi year net export growth provid total sourc gdp growth august budget forecast domest demand would contribut percentag point nonfarm gdp growth pct net export would account point keat said overal impact chang econom paramet welcom appear contribut slightli rapid correct current account deficit first anticip govern initi forecast current account deficit billion present expect result somewhat lower around billion said partial indic releas sinc last meet epac decemb indic budget strategi broadli track keat said indic domest demand littl sluggish expect budget time said hand net export seem expand expect budget time underpin growth domest product employ keat said seem like inflat rate exceed budget forecast eight pct nevertheless like mark slow inflat come quarter depreci budgetari effect wane said keat said govern expect econom growth pick moder due signific rise net export moder posit contribut privat domest demand said domest demand growth due strengthen real household dispos incom moder rise econom growth next financi year suffici sustain employ growth level broadli equival current fiscal year current account deficit continu show improv keat said impact exchang rate depreci recent year reced given continu effect wage restraint inflat moder markedli said
307,fund inc set monthli dividend pmi fund inc said board declar monthli dividend six ct april four ct may five ct june seven ct juli six ct august fund customarili omit dividend march septemb last paid six ct februari dividend declar today payabl april three may six june four juli three august six holder record march april may june juli
308,mclain industri inc nd qtr march shr ct v ct net v rev mln v mln six month shr ct v ct net v rev mln v mln
309,sri lanka postpon eep wheat tender trade sri lanka postpon novemb tender tonn wheat export bonu program origin schedul today u export said
310,soviet industri growthtrad slower soviet union industri output grow slower pace foreign trade fallen central statist offic figur show figur communist parti newspap pravda show industri product rose pct first nine month pct period foreign trade period fell pct period export fell pct import drop pct foreign trade nine month total billion roubl separ import export figur given one factor affect industri growth introduct new qualiti control plan western economist said last year calcul industri output includ good irrespect qualiti new plan introduc line soviet leader mikhail gorbachev drive modernis economi special inspector right reject good consid standard pravda said mln roubl worth defect good reject ninemonth period figur also show octob cooper enterpris employ peopl employ privat sector pravda said without give compar figur promot cooper privat sector economi import part modernis campaign measur introduc recent allow set small shop privat basi labour product rose pct first nine month pct growth januari septemb western economist said treat soviet product figur caution broadli base west measur worker output given period pravda said mln peopl soviet union octob januari septemb period mln peopl employ rise pct period last year averag earn roubl month roubl year ago
311,westpac drop new zealand indic lend rate westpac bank corp said cut indic lend rate pct pct effect june westpac said statement variou lend rate also revis downward westpac move follow base rate drop new zealand trade bank recent new zealand base rate drop pct june bank new zealand ltd rate fall pct june australia new zealand bank group ltd rate remain pct
312,crew union set pact pacif southwest pacif southwest airlin said reach agreement southwest crew control associ need satisfi condit usair group propos acquisit psa psa said third four union agreement need usair acquisit consumm agreement psa crew control receiv assur provid labor protect provis senior integr process
313,pegasu gold start mill montana pegasu gold inc said mill oper start montana tunnel openpit gold silver zinc lead mine near helena startup three month ahead schedul six mln dlr budget compani said origin capit cost mine mln dlr came mln dlr compani said startup period mill expect produc ounc gold ounc silver ton zinc ton lead annual basi ton ore compani said
314,invest advisor pct killearn two execut memphi tenn invest advisori firm told secur exchang commiss acquir share killearn properti inc pct total outstand execut mason hawkin william reid work southeastern asset manag inc said bought killearn stock person fund invest said might increas stake killearn properti said plan seek control
315,canada leader fail set pact free trade prime minist brian mulroney said held frank discuss canadian provinc premier pace free trade talk unit state longstand issu provinci ratif remain settl speak report nearli five hour meet premier mulroney said discuss would held june septemb discu role provinc approv new trade deal maintain progress made sweep talk unit state got nearli two year ago appear reason progress made talk mulroney said alberta premier getti agre thing run pretti quickli talk launch mulroney progress conserv govern concern protectionist sentiment u aim reduc remain barrier world largest trade partnership provinc expect play major role new trade arrang provinci leader complain lack progress reach ratif formula view think thing right along question substanc agreement comment ontario premier david peterson highli critic talk past newfoundland premier brian peckford said agreement like emerg consensu would need hard fast formula peckford said appear canada prepar make concess unit state financi servic order make inroad bargain area agricultur canadian publish report quot govern sourc say two countri close reach trade deal involv elimin border tariff mani nontariff barrier next year rough draft accord expect present premier june meet finish document hope present congress octob tight time frame ontario peterson said last night moment tough say transpir
316,univers resourc approv merger univers resourc corp said sharehold approv merger compani questar corp separ univers said redeem pct debentur due decemb april pct face amount plu accru interest univers said oper wholli own unit questar current name term merger took effect today univers said sharehold receiv three dlr share cash said stock longer trade amex
317,volkswagen dividend unchang dividend busi unchang mark per ordinari share compani also set dividend mark new prefer share issu last year note compani said profit match level despit provis mln mark connect alleg currenc fraud group net profit mln mark parent compani net mln mark compani full name volkswagen ag
318,santa anita co th qtr net oper shr ct v ct oper net v rev mln v mln year oper shr dlr v dlr oper net v rev mln v mln avg shr v note current qtr year figur exclud loss discontinu oper dlr dlr respect disposit gain mln dlr period prior qtr year figur exclud gain discontinu oper dlr loss dlr respect
319,whittak complet sale medic unit whittak corp said complet previouslyannounc sale whollyoiwn whittak gener medic corp subsidiari rab hold inc undisclos term whittak gener medic annual revenu mln dlr
320,mark work wearhous st qtr loss period end may shr loss four ct v loss three ct net loss v loss rev mln v mln note full name mark work wearhous ltd
321,american pacesett th qtr net oper shr profit ct v loss six ct oper net profit v loss rev mln v mln avg shr v year oper shr profit dlr v profit three ct oper net profit v profit rev mln v mln avg shr v note current qtr figur exclud gain discontinu oper dlr ct per share v loss dlr ct per share current year figur exclud gain discontinu oper dlr ct per share v loss dlr ct per share
322,bolivia top union leader join miner fast bolivia top union leader today join hunger strike state employ miner worker press higher wage said juan lechin oquendo veteran secretari gener bolivian labour organ cob told report join fast abid call hunger strike lechin becam one cob leader join hunger strike protest auster programm govern presid victor paz estenssoro strike leader began fast leader miner employ state corpor comibol due star negoti way solv conflict pay miner worker enter today fourth day fast union offic roman cathol church press substanti hike bolivia minimum monthli wage boliviano dlr cob leader walter degadillo said take part miner negoti forc suspend fast lechin told report comibol miner strike enter fifth day press higher wage fund mine nationalis industri miner twothird work forc laid govern decis streamlin deficitridden state corpor follow collaps intern tin price govern face mount social unrest econom polici call miner strike fast part campaign aim discredit visit west german presid richard von weizsaeck began fourday visit last friday regret abl attend invit presid weizsaeck dinner tonight hunger strike lechin told report also orga nise strike weizsaeck host dinner tonight paz estenssoro invit lechin victor lopez miner feder top leader although lopez join fast union sourc said unlik would attend dinner
323,canada lead indic pct januari pct decemb rise offici canada lead indic pct januari pct decemb rise offici
324,shield resourc ltd year loss shr loss dlr v profit ct net loss v profit rev mln v mln note shr net includ dlr writedown u oper uneconom coal oper miner properti
325,comdata network new acquisit talk comdata network inc said activ talk parti possibl acquisit recapit comdata effort maxim sharehold valu comdata said financi inc togeth partner lp ltd acquir five pct comdata stock rosewood intend acquir pct comdata comdata said yet reach definit agreement best co previouslyannounc recapit selftend offer
326,jamaica buy u pl corn wheat rice jamaica bought u corn wheat rice tender earlier week use pl fund u depart agricultur offici said purchas consist follow cargo cargil sold tonn number two soft red winter srw wheat may shipment dlr per tonn fob gulf port continent grain tonn number two northern springdark northern spring nsdn wheat pct protein april may dlr fob gulf exclud brownsvil nichemen tonn number two srw wheat june juli dlr fob gulf nichemen tonn number two nsdn wheat pct protein may june dlr fob gulf cargil tonn number two srw wheat april may dlr fob gulf cargil tonn number two srw wheat may dlr fob gulf loui dreyfu tonn number three yellow corn pct maximum moistur april may dlr fob gulf loui dreyfu tonn corn april may dlr fob gulf loui dreyfu tonn corn may june dlr fob gulf loui dreyfu tonn corn june dlr fob gulf loiu dreyfu tonn number two yellow corn pct maximum moistur apirl may dlr fob gulf loui dreyfu tonn corn may june dlr fob gulf export receiv final pl approv sale total tonn u number five better long grain brown rice pct maximum broken april may shipment usda offici said saw holdup obtain approv
327,secur user end merger talk secur pacif corp inc credit union data process concern said mutual agre withdraw merger negoti user said sinc sign letter intent merg secur novemb receiv strong show support continu credit union ownership compani credit union commit purchas addit user common user also said strongest financi posit year histori
328,corroon black corp rais quarterli qtli div ct v ct prior pay april one record march
329,u commerci paper fall mln dlr feb week fed say u commerci paper fall mln dlr feb week fed say
330,cbt trader see lower soybean export inspect usda weekli export inspect report expect show declin soybean export steadi slightli lower corn wheat export accord cbt floor trader forecast trader project soybean export mln mln bushel mln bushel week ago mln bushel year ago corn guess rang mln mln bushel compar mln bushel week ago mln year ago wheat guess rang mln mln bushel compar mln bushel week ago mln year ago
331,british telecom cautiou earn prospect british telecommun plc profit growth prospect come year reduc increas competit continu cost replac old telephon system deputi chairman graem odger said speak news confer third quarter result releas earlier today odger said compani face heavi cost instal new digit telephon system britain three five year said commun ltd cabl wireless plc subsidiari becom signific competitor odger said mercuri seek make inroad british telecom profit area one compani offici privat estim british telecom still pct share uk telecommun market fear could slip pct recent twoandahalfweek engin strike lead disrupt servic could well encourag client consid use mercuri system odger said howev forecast last quarter result overal advers affect walkout calcul salari save result strike mln stg loss incom telephon call limit revenu probabl drop peripher activ balanc odger said group financi strength economi scale fact oper growth industri help produc annual profit increas forseeabl futur british telecom also seek expand manufactur said ad research develop expenditur rise term valu compar current proport two pct overal turnov analyst said compani downbeat forecast help share dip p midafternoon p yesterday close earli high p philip augar stockbrok wood mackenzi co ltd said market expect slower profit growth forecast seven eight pct rise earn per share pretax profit next two year financi year pretax profit rose billion stg billion augar note governmentimpos formula link charg inflat meant compani scope rais price limit long inflat remain low
332,dean food see strong th qtr earn dean food co expect earn fourth quarter end may exceed yearago period chairman kenneth dougla told analyst fiscal fourth quarter food processor report earn ct share dougla also said year sale exceed billion dlr billion dlr prior year repeat earlier project thirdquart earn probabl slightli last year ct share fall rang ct ct share dougla said earli project whether anticip fourth quarter perform would enough u exceed prior year overal earn dlr share dougla said dean experi pct improv bottom line effect tax reform act alon presid howard dean said fiscal compani deriv benefit variou dairi frozen veget acquisit ryan milk larsen co dean also said compani benefit acquisit late decemb elgin blender inc west chicago said compani major sharehold ebi food ltd unit kingdom blender licens arrang australia canada brazil japan provid ann entri mcdonald corp weve year dougla told analyst
333,german steel subsidi cannot continu minist econom minist martin bangemann said state could continu pour money west germani ail steel coal industri subsidi endang part economi situat complet absurd econom point view bangemann told newspap die welt interview releas ahead public tomorrow subsidis product miner coal steel enorm extent time put huge burden branch industri make uncompetit said bangemann said steel coal industri longer capabl competit continu state subsidi would save would prolong life artif year said refus continu subsidis way done past said sever steel firm announc plan reduc workforc cite weak price lower export due strength mark tough foreign competit bangemann said everyth possibl would done find new job worker affect cut
334,u march retail sale cut late easter u retail lacklust march sale due late easter accord analyst expect recoveri april sale look soft easter shift underli busi better number indic said bear stearn analyst monro greenstein analyst gener averag sale result march april account variat easter occur year easter observ april three week later last year analyst edward johnson johnson redbook associ said sale march rose unadjust pct season adjust pct six pct compar adjust pct last year obviou question whether number indic consum activ slow appear liquid employ rise said analyst jeff edelman analyst drexel lambert burnham overal analyst said first half sale come accord expect sale expect rise pct six pct bit rise march sale housewar furnitur big ticket item stronger apparel sale signal mani analyst apparel sale strong april holiday near sale gain home applianc home fashion reflect continu strength hous market said edward brennan chairman sear roebuck co report overal sale gain pct brennan said sale woman sportswear also excel sear total apparel sale modestli even modest improv apparel good accomplish due fact peopl buy apparel april said cj lawrenc analyst harri mortner jc penney co inc dayton hudson corp among weaker perform compar store sale declin pct pct respect penney store catalog sale declin pct overal dayton hudson overal sale rose pct penney chairman william howel said sale continu strong catalog oper geograph rang activ east weak econom depress southwest penney shift away leisur time activ wear apparel line yield higher profit margin current hurt sale said greenstein bear stearn hudson chairman kenneth mack cite late easter declin edelman drexel said hudson tougher comparison except good analyst agre promot slightli lower last year retail plan much inventori kept lean markdown lower last year sale come anyway said cj analyst harri mortner mortner said expect profit first quarter better origin expect begin year retail report first quarter middl may march retail sale major u retail store pct sear bil bil k mart bil bil jc penney bil bil walmart bil mln feder mln mln may mln mln dayton mln mln woolworth mln mln zayr mln mln
335,uk money market given mln stg help bank england said given money market mln stg assist afternoon session take bank total help far today mln stg compar forecast shortag system around mln stg earlier revis mln central bank made outright purchas bank bill compris mln stg band one pct mln stg band two pct mln stg band three pct mln stg band four pct
336,firecom inc rd qtr jan loss shr loss two ct v profit two ct net loss v profit sale v nine mth shr loss one cent v profit four ct net loss v profit sale v
337,fed heller see return slower money suppli growth fed heller see return slower money suppli growth
338,china rapese crop damag storm yield hectar ha rapese central china cut pct hailstorm tornado swept across nearli ha crop march new china news agenc said today storm lash huai yangtz river eastern anhui provinc left two peopl dead other injur hous flatten boat sunk said anhui provinci govern sent emerg relief counti affect news agenc said
339,bank center rd qtr net shr ct net v nine month shr ct net mln v asset billion v billion deposit mln v mln note compani convert stock save bank aug result includ oper realtech realtor acquir result includ oper burgdorff realtor acquir decemb cornerston mortgag co acquir juli centerbank mortgag co acquir juli center capit corp form august
340,ashland oil see nd qtr oper loss ashland oil inc said expect report loss oper second quarter compani also said expect report mln dlr net gain quarter excess pension fund use pay debt howev difficult determin whether gain suffici offset expect oper loss compani said statement compani spokesman would elabor compani ashland petroleum co unit oper loss januari februari sinc unabl rais product price enough recov higher crude oil cost ashland said although ashland petroleum superamerica retail market oper difficult quarter compani valvolin ashland chemic coal busi expect report good result quarter end march yearago quarter ashland incom oper mln dlr corpor interest expens tax equiti incom item net incom quarter mln dlr dlr share sale billion dlr
341,diagnosticretriev system inc make mln dlr bid rospatch corp diagnosticretriev system inc make mln dlr bid rospatch corp
342,u senat panel make conserv exempt u senat agricultur committe approv measur would exempt farmer plant alfalfa multiyear grass legum feder conserv requir sen edward zorinski dneb said bill would restor equiti feder sodbust rule current deni farm program benefit farmer plant alfalfa multiyear grass legum without interrupt plant row crop offici lead conserv group ask identifi said panel move unfortun first action could lead exempt potenti million acr sod buster regul establish farm bill
343,french intervent rate cut like dealer say bank franc like cut money market intervent rate quarter point start next week follow steadi declin call money rate past day signal financ ministri time ripe fall dealer said call money rate peak nine pct ahead meet financ minist group five industri countri canada februari restor consider stabil foreign exchang sever week turbul call money rate drop around pct februari day pari accord edg steadili eight pct februari pct march stabilis dealer said bank franc interven absorb liquid hold rate pct call money drop well percentag point bank franc money market intervent rate remain unchang sinc januari rais eight pct pct bid stop franc slide sevenday repurchas rate also unchang sinc rais halfpoint januari bank franc begun use sevenday repurchas rate set upper indic money market rate use intervent rate set floor sourc close financ minist edouard balladur said would happi see interest rate cut dealer said fall intervent rate like come bank franc buy first categori paper next monday although earlier cut could exclud cut sevenday repurchas rate could come earli tomorrow morn bank sourc said said recent high interest rate encourag acceler foreign fund return franc discourag author make hasti rate cut also point money suppli broadli back target give scope small fall rate money suppli govern key aggreg finish within govern three five pct growth target rise pct compar seven pct
344,viacom set record date merger vote viacom intern inc said set april record date sharehold entitl vote special meet held vote propos merger arsen acquir corp whollyown subsidiari hold inc viacom said date special meet yet determin
345,institut divid outlook german economi five lead west german econom research institut fail agre strongli domest economi expand year revis forecast contain report publish six month ago three research group kiel hamburg essen predict institut joint spring report gross nation product gnp would rise two pct compar pct five institut jointli forecast three pct growth octob last year take dissent view diw institut west berlin munich ifo institut predict one pct growth joint report said estim econom develop made diw ifo markedli le favour three diw ifo forecast economi would pick slow start year second half howev weak upward movement said two institut said extern econom factor current damag export push import would domin econom environ throughout year saw export fall real pct predict mark improv cours year three institut howev wrote declin demand product seen winter month indic begin cyclic downsw said sharp rise mark led corpor uncertainti compani carri invest plan expect mani invest cancel put presum brake action economi diminish markedli year ad domest prerequisit continu econom uptrend still favour three institut said diminish extern burden combin favour domest condit meant upturn demand product could expect spring howev project cloud risk includ develop mark dollar contrari diw ifo three institut said export would continu weak point economi good reason believ export soon bottom slight rise emerg cours year predict overal pct fall export three posit institut saw privat consumpt rise four pct compar pct diw ifo predict three pct increas saw climat equip invest improv predict rise four pct pct ifo diw saw invest rise two pct institut predict slight declin unemploy kiel hamburg essen institut said jobless total would averag mln compar mln predict rise number peopl work three institut said new job would creat mainli privat servic sector also state context job creation measur construct industri like engag new worker first time sinc predict either rise employ manufactur good industri slight expans diw ifo said rise employ would occur tertiari sector number employ manufactur industri declin diw ifo said unemploy would declin mln mln saw current account surplu fall billion mark billion three saw current account surplu least billion mark predict trade surplu would fall around billion mark billion institut agre consum price would start rise declin five predict averag increas year pct
346,dome petroleum take writedown total billion dlr dome petroleum take writedown total billion dlr
347,nation semiconductor cite improv result nation semiconductor corp said improv result semiconductor group help reduc loss third quarter nine month quarter end march group modest sale increas major improv oper perform compar yearago quarter compani said result soften prior quarter low book last fall third quarter shipment holiday shutdown said semiconductor maker cut net loss mln dlr ct share mln dlr ct quarter loss nine month reduc mln dlr ct mln dlr one dlr sale grew pct quarter mln dlr pct nine month billion dlr book recov latter part third quarter compani said despit improv order rate oper result yeartoyear price continu aggress mani product said nevertheless expect semiconductor busi continu improv year inform system group continu strong sale growth base recent order trend new product introduct said
348,jardin matheson said set twoforf bonu issu replac b share jardin matheson said set twoforf bonu issu replac b share
349,taiwan money suppli rise pct year taiwan mb money suppli rose season adjust pct year endfebruari rise pct year januari central bank spokesman said month month mb fell pct januari unadjust februari mb billion dlr billion januari billion februari money suppli grew faster januari central bank issu currenc bonu payment made worker lunar new year fell januari year bank sourc said
350,mannesmann see difficult year capit good mannesmann ag expect difficult year capit good industri chief execut werner dieter told news confer dieter said west german produc would see downturn foreign busi lower energi price higher mark well deterior economi custom nation domest busi also declin order west german engin good fall sinc juli dieter said mannesmann profit fell undisclos amount dieter said mannesmann pipe activ would suffer set back although measur cut cost start last year effect dieter note howev pipe relat product account le pct mannesmann turnov compani saw good chanc autom sector dieter said becom one mannesmann strateg aim said compani drive combin activ mechan electron engin particular plu point mannesmann mannesmann yesterday announc agre take major stake fichtel und sach ag car part group undisclos sum saw third parti group turnov fall nine pct billion mark world group net profit mln mark blame fall profit weaker dollar lack demand steel pipe dieter said sign price steel pipe bottom would slowli start rise ad compani would continu cut personnel sector year
351,japan ratifi intern cocoa agreement japan ratifi intern cocoa agreement icca effect juli renew membership intern cocoa organis icco foreign affair ministri offici said said japan would particip icco meet juli london revis icco buffer stock polici icca effect sinc januari govern approv particip icco delay parliamentari debat sale tax issu offici said
352,new currenc problem seen among u europ japan highli visibl drama involv yen sharp rise u dollar obscur fact japanes currenc hardli budg major european currenc thu creat new set exchang rate distort japanes european research offici said offici look beneath rhetor statement group five g industri nation told reuter currenc movement past two year also creat fundament new world trade pictur throw new trade tension imbal trade figur show new currenc align alreadi chang japanu trade axi japan european commun ec axi discomfort europ mani way least term rare intern cooper septemb new york plaza pact u japan west germani britain franc cut valu dollar histor one underli peak trough major currenc movement lay bare real pictur plaza pact appear event prime import necessarili central signific offici said offici said plaza agreement took place dollar alreadi way agreement simpli help way senior ec financi expert tokyo toma de hora watch movement close look dollar peak compar well plaza said februari dollar peak yen yen septemb friday plaza sinc despit massiv bank japan intervent period market fright g concert action dollar trend yet ecu around yen histor cross rate sterl mark tell much stori european currenc move back yen close relationship exchang rate trade flow make difficult see drive undoubtedli trade equat big three chang japanes import export ec grew around pct dollar term five pct yen gave japan billion dlr trade surplu last januari japanes export ec total half sale u third recent year trade u rose pct export pct import dollar term fell pct export pct import yen term basic mean europ japanes firm tremend interest export europ everi unit sold maximis profit yen term import suddenli instead u europ lay golden egg said de hora ec worri ec busi also remark year japanes sale explain partli due start small base compar total japanu trade japanes think ec firm competit u firm factor aggrav exchang rate imbal caus problem currenc align japan ec reflect excel perform ec countri therefor japanes good may keep price competit edg said azusa hayashi director first intern econom affair divis foreign ministri want object view dont expect drastic improv trade imbal last year ask moder export year may said reuter
353,hunt group comdata stake seek influenc investor group led member hunt famili dalla texa told secur exchang commiss acquir pct stake comdata network inc may tri influenc compani polici investor group led rosewood financi inc said oppos compani recapit plan work comdata mason best co texa invest firm last report hold pct compani stock hunt group said offer march buy entir pct stake held dissid sharehold donald carter dlr receiv repli yesterday rosewood own carolin hunt trust estat whose truste includ margaret hunt hill also said notifi feder trade commiss intent buy pct comdata common stock feder law cannot buy pct comdata stock day wait period unless ftc give earli approv propos comdata recapit plan compani would buy mln common share dlr mason best belong cni parnter texa partnership would tender stake plan would instead buy anoth one mln comdata common share would get represent compani board hunt group said told comdata consid requir payment plan mln dlr fee issuanc warrant buy common share wast compani asset hunt group also includ secur texa firm cypress partner lp driftwood ltd said spent mln dlr comdata common share
